Sold,Selling Price,Make,Model,Mileage,Displacement (L),Aspiration,Cylinder Config,Drivetrain,Transmission,Gears,Body Style,Exterior Color,Interior Color,Title Status,Location,Seller Type,Model Year Age,Has Executive Package,Has Carbon Equipment,Has Lane Tracking Equipment,Has Leather Equipment,Has Premium Sound,Has Sunroof,Has Accident History,Has Cosmetic Flaw,Has Modifications
True,8800.0,ford,mustang,82600.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Black,Black,clean,ky,private party,20,0,0,0,1,0,0,1,1,1
True,18250.0,chevrolet,c5 corvette,68700.0,5.7,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Red,Black,clean,ga,private party,23,0,0,0,1,0,0,1,1,1
False,16750.0,chevrolet,impala,61100.0,7.4,Naturally Aspirated,v8,RWD,automatic,2.0,coupe,Blue,Black,registered,ny,private party,60,0,0,0,0,0,0,0,1,0
False,19500.0,bmw,z4,35800.0,3.0,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Blue,Black,clean,mi,private party,17,0,0,0,1,0,0,0,1,1
True,14500.0,toyota,mr2,79300.0,2.2,Naturally Aspirated,i4,RWD,manual,5.0,coupe,Red,Gray,clean,mi,private party,32,0,0,0,0,0,1,0,1,1
True,3600.0,ford,thunderbird,60800.0,3.8,Naturally Aspirated,v6,RWD,automatic,4.0,coupe,Other,Gray,clean,ga,dealer,31,0,0,0,0,0,0,0,1,0
True,28000.0,chevrolet,camaro,45700.0,6.8,turbocharged,v8,RWD,manual,6.0,coupe,Gray,Black,clean,oh,private party,15,0,0,0,1,0,0,0,1,1
True,28500.0,bmw,m6,60900.0,4.4,turbocharged,v8,RWD,automatic,7.0,coupe,Black,Black,clean,az,private party,11,1,1,0,0,0,0,0,1,1
False,117995.0,ferrari,458,37900.0,4.5,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,Black,Black,rebuilt,tx,private party,14,0,1,0,1,0,0,1,1,1
True,8500.0,lotus,europa,44500.0,1.6,Naturally Aspirated,i4,RWD,manual,4.0,coupe,Red,Black,clean,la,dealer,56,0,0,0,0,0,0,0,1,0
False,58500.0,ford,gt 40 replica,4400.0,6.2,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Red,Black,clean,ca,private party,19,0,1,0,0,0,0,0,1,1
False,14700.0,ford,mustang,41300.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Black,Other,clean,ny,private party,24,0,0,0,1,0,0,0,1,1
True,16499.0,pontiac,firebird,60500.0,6.6,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,Gray,Gray,clean,il,private party,46,0,0,0,1,0,0,0,1,0
True,37000.0,audi,rs5,56700.0,2.9,turbocharged,v6,4WD/AWD,automatic,8.0,coupe,Gray,Black,clean,mi,private party,6,0,1,0,1,0,1,1,1,0
True,27500.0,mercedes-benz,cl amg,52600.0,6.0,turbocharged,v12,RWD,automatic,5.0,coupe,Gray,Gray,clean,az,private party,20,0,0,0,1,0,1,1,1,0
True,43333.0,mazda,fd rx-7,44800.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,Blue,Gray,clean,ca,dealer,32,0,0,0,1,0,0,0,1,1
True,10500.0,honda,civic,105600.0,2.0,Naturally Aspirated,i4,FWD,manual,6.0,coupe,Blue,Black,clean,pa,private party,18,0,0,0,0,0,1,1,1,0
True,20500.0,nissan,370z,32200.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Black,Black,clean,ga,private party,16,0,0,0,0,0,0,0,1,1
True,7350.0,pontiac,fiero,20700.0,2.8,Naturally Aspirated,v6,RWD,automatic,3.0,coupe,White,Other,salvage,ca,dealer,39,0,0,0,1,0,1,1,1,1
False,23250.0,bmw,z3,61000.0,3.2,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Other,Black,clean,ca,private party,25,0,0,0,1,0,1,1,1,0
False,11600.0,ford,fairlane,1100.0,7.0,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,Blue,Black,clean,ca,private party,59,0,0,0,0,0,0,0,1,0
True,20000.0,mazda,cosmo,37900.0,2.0,turbocharged,rotary,RWD,automatic,4.0,coupe,Gray,Other,clean,sc,dealer,35,0,0,0,1,0,0,0,1,0
True,38250.0,lotus,evora,21300.0,3.5,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Other,Black,clean,va,private party,14,0,0,0,0,0,0,1,1,1
True,46250.0,porsche,997 911,97600.0,3.8,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,White,Other,clean,md,private party,19,0,0,0,1,0,1,0,1,1
True,71500.0,lotus,evora,17900.0,3.5,supercharged,v6,RWD,manual,6.0,coupe,Gray,Black,clean,ca,private party,4,0,1,0,1,0,0,0,1,0
True,19250.0,mazda,fd rx-7,156800.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,Red,Black,salvage,nj,private party,32,0,0,0,0,0,0,0,1,1
True,15500.0,bmw,e36 m3,121400.0,3.2,supercharged,i6,RWD,manual,5.0,coupe,Blue,Other,clean,ca,private party,26,0,0,0,1,0,1,0,1,1
False,22500.0,ford,mustang,59700.0,5.0,supercharged,v8,RWD,automatic,6.0,coupe,Other,Other,clean,il,dealer,8,0,0,0,0,0,0,1,1,1
False,17250.0,mercedes-benz,c-class amg,91000.0,6.2,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,Black,Black,clean,az,private party,12,0,0,0,1,0,1,1,1,1
False,40000.0,cadillac,cts-v,33700.0,6.8,supercharged,v8,RWD,manual,6.0,coupe,Black,Black,clean,il,private party,13,0,0,0,1,0,1,1,0,1
True,6600.0,bmw,3 series,115100.0,3.0,turbocharged,i6,4WD/AWD,automatic,6.0,coupe,Red,Other,clean,il,dealer,17,0,0,0,1,0,1,0,1,0
True,11300.0,audi,tt,71300.0,1.8,turbocharged,i4,4WD/AWD,manual,6.0,coupe,Black,Gray,clean,ma,private party,24,0,0,0,1,0,0,1,1,1
False,10700.0,volkswagen,beetle,76100.0,1.5,Naturally Aspirated,flat-4,RWD,manual,4.0,coupe,Red,Black,registered,me,private party,58,0,0,0,0,0,0,0,1,0
True,14600.0,ford,mustang,21800.0,4.6,Naturally Aspirated,v8,RWD,automatic,5.0,coupe,Other,Other,clean,ca,private party,20,0,0,0,1,0,0,0,1,0
False,17250.0,toyota,supra,77900.0,3.0,turbocharged,i6,RWD,automatic,4.0,coupe,Red,Gray,clean,ms,private party,36,0,0,0,1,0,0,0,1,1
True,36250.0,porsche,997 911,66400.0,3.6,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Other,Black,clean,nj,private party,19,0,0,0,1,0,1,0,1,1
True,17000.0,chevrolet,monte carlo,900.0,3.8,Naturally Aspirated,v6,FWD,automatic,4.0,coupe,White,Black,bill,ks,private party,27,0,0,0,1,0,0,0,1,1
True,37000.0,bmw,e9x m3,78900.0,4.0,supercharged,v8,RWD,automatic,7.0,coupe,White,Black,clean,ca,private party,12,0,1,0,1,0,0,1,1,1
True,27750.0,audi,rs5,77800.0,4.2,Naturally Aspirated,v8,4WD/AWD,automatic,7.0,coupe,Gray,Black,clean,mi,private party,12,0,0,0,1,0,1,0,1,1
True,8500.0,mitsubishi,3000gt,107600.0,3.0,turbocharged,v6,4WD/AWD,manual,5.0,coupe,White,Black,branded,co,private party,34,0,0,0,1,0,0,1,1,1
True,17200.0,infiniti,g37,37600.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Black,Other,clean,or,private party,17,0,0,0,1,0,1,0,1,0
False,74000.0,jaguar,f-type,3900.0,5.0,supercharged,v8,4WD/AWD,automatic,8.0,coupe,Other,Other,clean,ky,private party,1,0,0,0,1,0,0,0,0,1
True,16800.0,chevrolet,malibu,54400.0,5.7,v8,(350ci),RWD,manual,4.0,coupe,Black,Other,clean,qc,private party,47,0,0,0,0,0,0,0,1,0
True,35000.0,maserati,granturismo,45500.0,4.7,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Red,Other,clean,wa,private party,11,0,0,0,1,0,0,1,1,0
True,10600.0,mazda,rx-8,41300.0,1.3,Naturally Aspirated,rotary,RWD,manual,6.0,coupe,Gray,Black,clean,pa,private party,21,0,0,0,1,0,1,0,1,1
False,26928.0,porsche,928,18800.0,5.0,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Other,Other,clean,qc,private party,36,0,0,0,1,0,1,0,1,1
True,33750.0,porsche,996 911,113500.0,3.4,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Red,Black,clean,ca,dealer,24,0,0,0,1,0,0,0,1,1
True,108500.0,porsche,981 cayman,29600.0,3.8,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Black,Black,clean,fl,private party,9,0,1,0,1,0,0,1,1,1
True,62000.0,bmw,m2,2500.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Other,Black,clean,tx,private party,0,0,1,0,0,0,1,0,0,0
True,33250.0,bmw,e46 m3,64500.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Black,Black,clean,tx,private party,20,0,0,0,1,0,1,1,1,1
True,42500.0,porsche,981 cayman,65700.0,3.4,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Blue,Other,clean,ri,private party,10,0,0,0,1,0,0,1,1,1
True,10400.0,infiniti,g35,50600.0,3.5,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Black,Other,clean,ga,dealer,18,0,0,0,1,0,1,0,1,0
False,31500.0,chevrolet,chevelle,78100.0,6.5,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,White,Other,clean,fl,dealer,57,0,0,0,0,0,0,0,1,0
True,42250.0,bmw,m2,31700.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Other,Black,clean,nc,private party,4,0,0,0,1,0,0,1,1,1
True,76500.0,porsche,993 911,55900.0,3.6,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Black,Other,clean,fl,private party,29,0,0,0,1,0,1,0,1,1
True,94900.0,lamborghini,gallardo,18200.0,5.0,Naturally Aspirated,v10,4WD/AWD,automatic,6.0,coupe,Other,Black,clean,la,dealer,17,0,0,0,1,0,0,0,1,1
True,62500.0,lotus,evora,21400.0,3.5,supercharged,v6,RWD,manual,6.0,coupe,Other,Black,clean,ct,private party,8,0,0,0,1,0,0,0,1,0
True,14700.0,subaru,brz,66600.0,2.0,Naturally Aspirated,flat-4,RWD,manual,6.0,coupe,Gray,Black,clean,nc,private party,11,0,0,0,1,0,0,1,1,1
False,15000.0,nissan,r33 skyline,89500.0,2.5,turbocharged,i6,RWD,manual,5.0,coupe,Other,Black,clean,ca,dealer,30,0,0,0,0,0,0,0,1,1
True,52000.0,toyota,supra,7000.0,3.0,turbocharged,i6,RWD,automatic,8.0,coupe,Other,Black,clean,tx,private party,4,0,1,0,0,0,0,1,1,1
False,15000.0,ford,mustang,76300.0,5.0,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Black,Black,clean,ca,private party,11,0,0,0,0,0,0,0,1,1
True,20000.0,maserati,granturismo,34900.0,4.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Other,Other,clean,ga,dealer,17,0,0,0,1,0,0,0,1,1
False,29250.0,pontiac,firebird,11500.0,5.7,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Other,Other,clean,ma,private party,23,0,0,0,1,0,0,0,1,1
False,17000.0,hudson,hornet,37800.0,5.0,Naturally Aspirated,i6,RWD,automatic,4.0,coupe,White,Red,clean,nc,private party,73,0,0,0,0,0,0,0,1,0
False,15750.0,porsche,928,48500.0,4.7,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Red,Other,clean,fl,dealer,41,0,0,0,1,0,0,1,1,1
True,65000.0,acura,nsx,98200.0,3.0,Naturally Aspirated,v6,RWD,manual,5.0,coupe,Red,Black,clean,on,private party,34,0,0,0,1,0,0,0,1,1
True,25250.0,chevrolet,c6 corvette,14800.0,6.2,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Other,clean,nj,private party,17,0,0,0,0,0,0,1,1,1
False,52000.0,ford,mustang,2800.0,5.0,supercharged,v8,RWD,automatic,10.0,coupe,Red,Black,clean,ca,private party,1,0,0,0,0,0,0,0,0,1
True,60123.0,mercedes-benz,amg gt,44400.0,4.0,turbocharged,v8,RWD,automatic,7.0,coupe,Blue,Other,clean,va,private party,9,0,1,0,1,1,0,0,1,0
True,17250.0,bmw,1 series,73700.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Gray,Other,clean,tn,private party,16,0,0,0,0,0,1,0,1,1
True,10600.0,ford,mustang,35700.0,4.6,supercharged,v8,RWD,manual,5.0,coupe,White,Black,clean,va,private party,26,0,0,0,1,0,0,0,1,1
True,31750.0,jaguar,xkr,33900.0,5.0,supercharged,v8,RWD,automatic,6.0,coupe,White,Other,clean,va,private party,11,0,0,0,1,0,0,1,0,1
True,7805.0,ford,thunderbird,89700.0,2.3,turbocharged,i4,RWD,manual,5.0,coupe,Other,Blue,clean,ca,private party,38,0,0,0,0,0,0,0,1,0
True,22250.0,chevrolet,c4 corvette,72000.0,5.7,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,ga,dealer,35,0,0,0,1,0,0,1,1,1
False,220000.0,porsche,992 911,2900.0,3.0,turbocharged,flat-6,4WD/AWD,automatic,8.0,coupe,Black,Black,clean,fl,private party,1,0,1,0,1,1,0,0,0,0
True,20250.0,bmw,e46 m3,135200.0,3.2,Naturally Aspirated,i6,RWD,automatic,6.0,coupe,Blue,Other,clean,ut,private party,23,0,0,0,1,0,1,1,1,1
True,30500.0,bmw,2 series,21000.0,3.0,turbocharged,i6,4WD/AWD,automatic,8.0,coupe,Black,Black,clean,fl,private party,5,0,0,0,0,0,0,1,1,0
False,35000.0,porsche,997 911,61900.0,3.8,Naturally Aspirated,flat-6,RWD,automatic,5.0,coupe,Gray,Black,clean,fl,private party,19,0,0,0,1,0,1,0,1,1
True,7000.0,lexus,sc,152300.0,4.0,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,White,Other,clean,ca,private party,31,0,0,0,1,0,1,0,1,1
True,36500.0,porsche,997 911,73700.0,3.6,Naturally Aspirated,flat-6,4WD/AWD,automatic,5.0,coupe,Blue,Other,clean,ga,dealer,19,0,0,0,0,0,1,1,1,1
True,18556.0,nissan,370z,39200.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Red,Black,clean,wi,private party,9,0,0,0,0,0,0,1,1,1
False,10200.0,bmw,z4,56400.0,3.0,Naturally Aspirated,i6,RWD,automatic,6.0,coupe,Red,Black,clean,ma,private party,18,0,0,0,1,0,0,1,1,0
True,27500.0,ford,mustang,38000.0,4.6,turbocharged,v8,RWD,manual,6.0,coupe,Other,Black,clean,ks,private party,18,0,0,0,1,0,0,1,1,1
True,37250.0,mazda,fd rx-7,74200.0,1.3,turbocharged,rotary,RWD,manual,6.0,coupe,Black,Other,clean,tx,private party,32,0,0,0,1,0,0,0,1,1
True,215000.0,lamborghini,huracan,8300.0,5.2,Naturally Aspirated,v10,4WD/AWD,automatic,7.0,coupe,Other,Other,clean,mi,private party,9,0,1,0,1,0,0,0,0,1
False,56000.0,lotus,esprit,12400.0,3.5,turbocharged,v8,RWD,manual,5.0,coupe,Red,Other,clean,mi,private party,28,0,0,0,1,0,0,0,1,1
False,71000.0,chevrolet,c7 corvette,5500.0,6.2,supercharged,v8,RWD,automatic,8.0,coupe,Gray,Black,clean,mi,private party,7,0,0,0,0,0,0,0,0,1
True,35700.0,audi,rs5,39700.0,4.2,Naturally Aspirated,v8,4WD/AWD,automatic,7.0,coupe,Gray,Black,clean,ct,private party,12,0,0,0,1,0,1,0,1,1
True,7100.0,acura,rsx,234300.0,2.0,Naturally Aspirated,i4,FWD,manual,6.0,coupe,Blue,Other,clean,co,private party,20,0,0,0,0,0,1,1,1,0
True,43525.0,chevrolet,camaro,8400.0,6.2,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,mi,private party,4,0,0,0,1,0,0,0,1,0
True,36501.0,dodge,challenger,44800.0,6.4,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Other,Black,clean,oh,private party,10,0,0,0,1,1,0,0,1,1
False,142921.0,nissan,r35 gt-r,9500.0,3.8,turbocharged,v6,4WD/AWD,automatic,6.0,coupe,Blue,Blue,clean,fl,private party,1,0,0,0,0,0,0,0,1,0
True,10200.0,bmw,6 series,63800.0,4.8,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,White,Black,clean,nc,private party,15,0,0,0,1,0,1,0,1,0
True,26000.0,porsche,997 911,119300.0,3.6,Naturally Aspirated,flat-6,RWD,automatic,5.0,coupe,Gray,Other,clean,ma,private party,17,0,0,0,1,0,1,1,1,1
True,16827.0,bmw,e36 m3,118000.0,3.2,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Gray,Black,clean,nc,private party,26,0,0,0,1,0,0,0,1,1
True,22500.0,porsche,987 cayman,68200.0,2.7,Naturally Aspirated,flat-6,RWD,manual,5.0,coupe,Black,Other,clean,pa,private party,18,0,0,0,1,0,0,1,1,0
True,15800.0,ford,mustang,8800.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Gray,Other,clean,pa,dealer,25,0,0,0,1,0,0,0,0,0
False,21450.0,chevrolet,c5 corvette,51900.0,5.7,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Black,clean,tx,dealer,21,0,0,0,0,0,0,0,1,1
True,31500.0,bmw,e9x m3,93300.0,4.0,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,White,Black,clean,sc,private party,12,0,0,0,1,0,0,0,1,1
False,218000.0,mercedes-benz,mclaren slr,36400.0,5.4,supercharged,v8,RWD,automatic,5.0,coupe,Black,Gray,clean,ma,dealer,19,0,1,0,1,0,0,0,1,0
True,153000.0,ferrari,599,37300.0,6.0,Naturally Aspirated,v12,RWD,manual,6.0,coupe,Other,Other,clean,tx,dealer,18,0,1,0,1,0,0,1,1,1
True,2000.0,b&z,electra king,,,electric,motor,RWD,automatic,,coupe,White,White,bill,ca,private party,60,0,0,0,0,0,0,0,1,0
True,143800.0,audi,r8,22800.0,5.2,Naturally Aspirated,v10,4WD/AWD,manual,6.0,coupe,Black,Black,clean,ca,private party,13,0,1,0,1,0,0,0,1,1
True,40500.0,bmw,e46 m3,56900.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Black,Gray,clean,pa,dealer,19,0,0,0,0,1,1,0,1,0
True,33000.0,porsche,996 911,60500.0,3.4,Naturally Aspirated,flat-6,4WD/AWD,manual,6.0,coupe,Gray,Black,clean,nv,private party,26,0,0,0,1,0,1,0,1,1
True,66000.0,nissan,r35 gt-r,82700.0,3.8,turbocharged,v6,4WD/AWD,automatic,6.0,coupe,Other,Black,clean,tn,dealer,12,0,0,0,0,0,0,0,1,1
True,67500.0,bmw,m2,3000.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Black,Black,clean,tx,private party,0,0,1,0,0,0,0,1,1,1
True,52000.0,ford,mustang,55400.0,5.8,v8,(351ci),RWD,automatic,3.0,coupe,Other,Black,clean,co,private party,56,0,0,0,0,0,0,0,1,0
True,8200.0,chevrolet,c4 corvette,66900.0,5.7,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Other,Other,clean,ia,private party,31,0,0,0,1,0,0,0,1,1
True,95500.0,porsche,981 cayman,14700.0,3.8,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Black,Black,clean,tn,private party,9,0,1,0,1,0,0,0,1,0
True,6100.0,honda,prelude,142900.0,2.2,Naturally Aspirated,i4,FWD,manual,5.0,coupe,Other,Black,clean,nv,private party,26,0,0,0,0,0,1,0,1,1
True,40727.0,aston martin,db9,32100.0,5.9,Naturally Aspirated,v12,RWD,automatic,6.0,coupe,Gray,Black,clean,mi,private party,20,0,0,0,1,0,0,0,1,0
False,123000.0,ferrari,ff,33000.0,6.3,Naturally Aspirated,v12,4WD/AWD,automatic,7.0,coupe,Blue,Other,clean,tx,private party,11,0,1,0,0,0,0,0,1,1
False,40250.0,maserati,granturismo,21500.0,4.7,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,White,Red,clean,nj,private party,9,0,1,0,1,0,0,0,1,1
True,59500.0,porsche,991 911,51100.0,3.4,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,Black,Black,clean,tx,private party,11,0,0,0,0,0,1,0,1,0
True,95000.0,acura,nsx,62200.0,3.2,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Red,Other,clean,ca,private party,28,0,0,0,1,0,0,0,1,1
True,24000.0,nissan,370z,34200.0,3.7,supercharged,v6,RWD,automatic,7.0,coupe,White,Black,clean,pa,dealer,12,0,0,0,1,0,0,0,1,1
False,45250.0,toyota,supra,11900.0,3.0,turbocharged,i6,RWD,automatic,8.0,coupe,Other,Black,clean,tx,private party,3,0,0,0,0,0,0,0,1,1
False,77000.0,dodge,viper,6000.0,8.0,Naturally Aspirated,v10,RWD,manual,6.0,coupe,Blue,Black,clean,sc,private party,29,0,0,0,1,0,0,0,1,0
True,103000.0,aston martin,db11,10600.0,4.0,turbocharged,v8,RWD,automatic,8.0,coupe,Other,Other,clean,ca,private party,6,0,0,0,0,0,0,0,1,0
True,11351.0,porsche,996 911,91300.0,3.4,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Blue,Other,clean,wa,dealer,25,0,0,0,1,0,1,0,1,1
False,8300.0,porsche,928,88900.0,4.7,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Gray,Other,clean,ca,private party,42,0,0,0,1,0,0,0,1,1
True,23500.0,porsche,981 cayman,150300.0,2.7,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,Black,Black,clean,me,private party,10,0,0,0,1,0,0,0,1,1
True,65500.0,aston martin,vantage,49900.0,4.0,turbocharged,v8,RWD,automatic,8.0,coupe,White,Black,clean,fl,private party,5,0,0,0,0,0,0,0,1,0
True,19000.0,oldsmobile,toronado,98800.0,7.0,Naturally Aspirated,v8,FWD,automatic,3.0,coupe,Other,Other,clean,ks,private party,59,0,0,0,0,0,0,0,1,0
False,68000.0,ferrari,456,5000.0,5.5,Naturally Aspirated,v12,RWD,automatic,4.0,coupe,Other,Other,clean,la,dealer,22,0,0,0,1,0,0,0,0,1
False,25000.0,ford,mustang,15600.0,4.6,supercharged,v8,RWD,manual,5.0,coupe,Gray,Other,clean,il,private party,25,0,0,0,1,0,0,0,1,0
True,16000.0,mercedes-benz,clk amg,26900.0,5.4,Naturally Aspirated,v8,RWD,automatic,5.0,coupe,Gray,Black,clean,ca,private party,21,0,0,0,1,0,1,0,1,1
True,56000.0,dodge,viper,47400.0,8.0,Naturally Aspirated,v10,RWD,manual,6.0,coupe,Red,Black,clean,ne,private party,28,0,0,0,0,0,0,0,1,1
True,43250.0,chevrolet,c7 corvette,19700.0,6.2,Naturally Aspirated,v8,RWD,manual,7.0,coupe,Gray,Black,clean,tx,dealer,10,0,1,0,1,0,0,0,1,1
False,42000.0,bmw,2 series,2300.0,3.0,turbocharged,i6,RWD,automatic,8.0,coupe,White,Black,clean,fl,dealer,1,0,0,0,0,0,0,0,1,0
True,28000.0,pontiac,gto,8300.0,6.0,supercharged,v8,RWD,manual,6.0,coupe,Black,Black,clean,fl,dealer,19,0,0,0,1,0,0,0,1,1
False,78500.0,mercedes-benz,amg gt,28000.0,4.0,turbocharged,v8,RWD,automatic,7.0,coupe,Red,Black,manufacturer,tx,private party,5,0,0,0,0,1,1,0,1,1
False,106000.0,nissan,r34 skyline,88300.0,2.6,turbocharged,i6,4WD/AWD,manual,6.0,coupe,Gray,Gray,clean,ca,dealer,25,0,0,0,0,0,0,0,1,1
True,19000.0,subaru,brz,27800.0,2.0,Naturally Aspirated,flat-4,RWD,manual,6.0,coupe,Blue,Black,clean,ca,private party,12,0,0,0,0,0,0,0,1,1
True,30250.0,ford,mustang,26200.0,5.0,supercharged,v8,RWD,manual,6.0,coupe,Black,Red,clean,tx,private party,4,0,0,0,1,0,0,0,1,1
False,20420.0,ford,mustang,80700.0,5.0,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,Red,Black,clean,sc,private party,59,0,0,0,0,0,0,0,1,0
True,20000.0,chevrolet,camaro,43100.0,6.2,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Black,clean,id,private party,12,0,0,0,0,0,0,0,1,1
True,20500.0,lexus,sc,79600.0,4.0,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Other,Other,clean,il,dealer,31,0,0,0,1,0,1,0,1,0
False,61500.0,toyota,supra,76400.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,White,Black,clean,ny,private party,31,0,0,0,1,0,0,1,1,1
True,10000.0,nissan,370z,31000.0,3.7,Naturally Aspirated,v6,RWD,automatic,7.0,coupe,White,Black,salvaged,ca,private party,13,0,0,0,1,0,0,1,1,1
True,8600.0,mazda,rx-8,50700.0,1.3,Naturally Aspirated,rotary,RWD,manual,6.0,coupe,Red,Black,clean,ca,private party,21,0,0,0,1,0,1,0,1,1
True,32250.0,porsche,996 911,46900.0,3.6,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Gray,Black,clean,ny,private party,23,0,0,0,1,0,0,0,1,1
False,184500.0,lamborghini,huracan,15200.0,5.2,Naturally Aspirated,v10,RWD,automatic,7.0,coupe,Other,Other,clean,mi,dealer,6,0,0,0,1,0,0,0,1,0
False,45000.0,toyota,supra,59100.0,3.2,turbocharged,i6,RWD,manual,6.0,coupe,Red,Black,clean,fl,private party,30,0,0,0,1,0,0,0,1,1
True,65700.0,ford,mustang,6100.0,5.2,Naturally Aspirated,v8,RWD,manual,6.0,coupe,White,Other,clean,in,private party,5,0,0,0,0,0,0,0,1,0
True,22750.0,toyota,mr2,94900.0,2.0,turbocharged,i4,RWD,manual,5.0,coupe,Other,Black,clean,ca,private party,34,0,0,0,1,0,0,1,1,1
False,24000.0,chevrolet,camaro,34800.0,6.2,Naturally Aspirated,v8,RWD,automatic,10.0,coupe,Black,Black,clean,ca,private party,4,0,0,0,0,0,0,1,1,0
False,20000.0,dodge,challenger,8800.0,5.7,Naturally Aspirated,v8,RWD,automatic,5.0,coupe,Other,Gray,clean,fl,private party,11,0,0,0,1,0,1,0,1,1
True,20000.0,bmw,1 series,41000.0,3.0,turbocharged,i6,RWD,automatic,7.0,coupe,Gray,Black,clean,ca,private party,12,0,0,0,1,0,0,0,1,0
True,41000.0,lotus,exige,31700.0,1.8,supercharged,i4,RWD,manual,6.0,coupe,White,Black,rebuilt,ca,private party,18,0,0,0,1,0,0,1,1,1
True,14300.0,nissan,300zx,136300.0,3.0,turbocharged,v6,RWD,manual,5.0,coupe,Gray,Black,clean,va,private party,35,0,0,0,0,0,0,0,1,1
False,31250.0,bmw,e9x m3,62600.0,4.0,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,White,Black,clean,or,dealer,12,0,1,0,1,0,0,0,1,1
True,9600.0,ford,mustang,79000.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Black,Black,clean,az,dealer,24,0,0,0,1,0,0,1,1,1
True,36250.0,toyota,gr86,1100.0,2.4,Naturally Aspirated,flat-4,RWD,manual,6.0,coupe,Other,Black,clean,tx,private party,0,0,0,0,1,0,0,0,1,0
True,25500.0,bmw,e46 m3,132900.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Gray,Other,clean,nc,private party,22,0,0,0,1,0,1,1,1,0
True,264000.0,porsche,992 911,3800.0,3.8,turbocharged,flat-6,4WD/AWD,automatic,8.0,coupe,Black,Red,clean,nj,private party,1,0,0,0,0,1,0,0,0,0
